Date/Clock time,45695.4,,,,,,,,
Tester,"Arik, Cameron",,,,,,,,
Specimen designation,316H-elg_320MPa_550C_02,,,,,,,,
Diameter,6.0475,mm,,,,,,,
Material,316H-elg,,,,,,,,
Load cell,100kN,,,,,,,,
Extensometer,Epsilon 3549 SN102121 GL25mm,,,,,,,,
"Gage length, standard travel",25,mm,,,,,,,
Test standard,ASTM E136,,,,,,,,
Machine data,ZwickRoell Kappa100 SS-CF,,,,,,,,
Time,Test time,Standard travel,Standard force,Temperature,Temperature 3,,,,
h,h,%,MPa,°C,°C,,,,
3.98994,0.1738,8.26411,306.762,550.14,550.483,,,,
3.99017,0.174031,8.28021,307.114,550.145,550.488,,,,
3.99045,0.174317,8.2982,307.468,550.142,550.479,,,,
3.99076,0.174622,8.31499,307.819,550.139,550.477,,,,
3.99102,0.174889,8.32674,308.169,550.149,550.465,,,,
3.99134,0.1752,8.3376,308.521,550.146,550.469,,,,
3.99161,0.175469,8.34418,308.87,550.142,550.476,,,,
3.99181,0.175678,8.3478,309.221,550.147,550.461,,,,
3.99205,0.175914,8.35085,309.574,550.141,550.463,,,,
3.99227,0.176136,8.35212,309.924,550.141,550.459,,,,
3.99252,0.176386,8.35389,310.274,550.142,550.465,,,,
3.99275,0.176611,8.3553,310.625,550.141,550.465,,,,
3.99292,0.176789,8.35561,310.974,550.141,550.465,,,,
3.99311,0.176969,8.35685,311.324,550.141,550.458,,,,
3.9933,0.177161,8.35781,311.677,550.134,550.458,,,,
3.99346,0.177319,8.35896,312.029,550.135,550.456,,,,
3.99365,0.177511,8.3605,312.378,550.135,550.454,,,,
3.99387,0.177731,8.36092,312.028,550.128,550.44,,,,
3.99392,0.177783,8.36074,311.667,550.128,550.44,,,,
3.99415,0.178017,8.36038,312.025,550.125,550.44,,,,
3.9942,0.178067,8.36088,312.381,550.125,550.442,,,,
3.99425,0.178114,8.36099,312.742,550.123,550.442,,,,
3.9943,0.178161,8.36166,313.109,550.123,550.442,,,,
3.99435,0.178211,8.36157,313.469,550.123,550.442,,,,
3.99441,0.178269,8.36181,313.827,550.123,550.442,,,,
3.99446,0.178325,8.36236,314.186,550.123,550.443,,,,
3.99452,0.178386,8.36289,314.539,550.125,550.443,,,,
3.99459,0.17845,8.36394,314.896,550.125,550.443,,,,
3.99468,0.178542,8.36538,315.245,550.125,550.443,,,,
3.99478,0.178644,8.37077,314.886,550.125,550.44,,,,
3.9948,0.178667,8.373,314.502,550.12,550.44,,,,
3.99482,0.178683,8.37516,314.093,550.12,550.44,,,,
3.99483,0.178697,8.37706,313.684,550.12,550.44,,,,
3.99484,0.178708,8.37885,313.329,550.12,550.44,,,,
3.99486,0.178719,8.38071,312.955,550.12,550.44,,,,
3.99487,0.178731,8.38233,312.583,550.12,550.44,,,,
3.99488,0.178742,8.38433,312.23,550.12,550.44,,,,
3.99489,0.178756,8.38647,311.816,550.12,550.44,,,,
3.99491,0.178769,8.3884,311.451,550.12,550.44,,,,
3.99492,0.178786,8.39074,311.078,550.12,550.44,,,,
3.99494,0.178806,8.39342,310.728,550.12,550.44,,,,
3.99497,0.178833,8.39685,310.372,550.12,550.44,,,,
3.99502,0.178883,8.40193,310.018,550.12,550.435,,,,
3.99534,0.179203,8.42793,310.37,550.12,550.423,,,,
3.99577,0.179636,8.4641,310.722,550.117,550.418,,,,
3.99611,0.179975,8.49191,311.071,550.108,550.419,,,,
3.99647,0.180333,8.52128,311.423,550.11,550.418,,,,
3.99678,0.180644,8.54673,311.772,550.119,550.408,,,,
3.99703,0.180894,8.56616,312.121,550.118,550.401,,,,
3.99736,0.181222,8.59318,312.473,550.105,550.415,,,,
3.99765,0.181514,8.61717,312.821,550.112,550.411,,,,
3.9979,0.181764,8.63764,313.174,550.113,550.407,,,,
3.9982,0.182067,8.66299,313.524,550.117,550.402,,,,
3.99851,0.182369,8.6882,313.873,550.125,550.401,,,,
3.99876,0.182622,8.70795,314.224,550.112,550.402,,,,
3.99908,0.182947,8.73162,314.576,550.121,550.401,,,,
3.99943,0.183292,8.7524,314.929,550.125,550.386,,,,
3.99979,0.18365,8.77066,315.277,550.117,550.388,,,,
4.00011,0.183972,8.78279,315.625,550.129,550.385,,,,
4.00036,0.184225,8.79062,315.976,550.126,550.384,,,,
4.00063,0.184492,8.79631,316.325,550.124,550.393,,,,
4.00087,0.184736,8.79999,316.675,550.124,550.386,,,,
4.00114,0.185003,8.80244,317.025,550.128,550.387,,,,
4.00147,0.185336,8.8054,317.375,550.136,550.384,,,,
4.00174,0.185603,8.80672,317.727,550.134,550.374,,,,
4.00194,0.185808,8.80832,318.079,550.134,550.372,,,,
4.00218,0.186047,8.81005,318.432,550.127,550.372,,,,
4.00235,0.186211,8.81199,318.782,550.13,550.369,,,,
4.00264,0.186506,8.81126,318.428,550.12,550.363,,,,
4.00272,0.186586,8.81056,318.074,550.12,550.363,,,,
4.00296,0.186825,8.81059,318.431,550.125,550.359,,,,
4.00302,0.186886,8.81111,318.786,550.125,550.359,,,,
4.00308,0.186942,8.8113,319.143,550.125,550.351,,,,
4.00313,0.186994,8.81147,319.493,550.126,550.351,,,,
4.00319,0.18705,8.81205,319.849,550.126,550.351,,,,
4.00452,0.188381,8.83408,319.493,550.131,550.341,,,,
4.00454,0.188403,8.84274,319.139,550.131,550.341,,,,
4.00456,0.188419,8.85316,318.747,550.131,550.341,,,,
4.00457,0.188436,8.86775,318.352,550.131,550.341,,,,
4.0046,0.188461,8.89737,317.982,550.131,550.341,,,,
4.0047,0.188567,9.03274,318.344,550.131,550.341,,,,
4.00478,0.188644,9.10779,318.692,550.126,550.339,,,,
4.00492,0.188786,9.20351,319.043,550.126,550.339,,,,
4.0051,0.188964,9.26462,319.395,550.118,550.335,,,,
4.00537,0.189239,9.2969,319.746,550.12,550.338,,,,
4.02204,0.205906,9.31785,319.999,550.065,550.224,,,,
4.03871,0.222572,9.32354,320.004,550.031,550.146,,,,
4.05537,0.239239,9.32309,320.002,550.063,550.164,,,,
4.07204,0.255906,9.32547,319.996,550.105,550.236,,,,
4.08871,0.272572,9.32808,319.998,550.122,550.242,,,,
4.10537,0.289239,9.33154,320.005,550.077,550.177,,,,
4.12204,0.305906,9.33519,319.995,550.042,550.14,,,,
4.13871,0.322572,9.33092,320.006,550.03,550.241,,,,
4.15537,0.339239,9.34167,320.006,549.881,550.208,,,,
4.17204,0.355906,9.33141,320.004,549.956,550.273,,,,
4.18871,0.372572,9.34596,320.003,549.982,550.299,,,,
4.20537,0.389239,9.3407,320.007,549.997,550.359,,,,
4.22204,0.405906,9.33083,319.999,549.961,550.29,,,,
4.23871,0.422572,9.33353,320.002,549.867,550.248,,,,
4.25537,0.439239,9.33908,320.005,549.893,550.193,,,,
4.27204,0.455906,9.33704,319.989,549.944,550.115,,,,
4.28871,0.472572,9.33917,320.004,549.982,550.101,,,,
4.30537,0.489239,9.3311,320.008,550.012,550.108,,,,
4.32204,0.505906,9.34151,320.004,549.95,550.108,,,,
4.33871,0.522572,9.33794,319.998,549.964,550.1,,,,
4.35537,0.539239,9.34011,320.012,549.963,550.071,,,,
4.37204,0.555906,9.34555,320.001,549.951,550.033,,,,
4.38871,0.572572,9.33786,320.003,549.953,550.115,,,,
4.40537,0.589239,9.34175,320.001,549.82,550.176,,,,
4.42204,0.605906,9.3459,319.996,549.895,550.245,,,,
4.43871,0.622572,9.33958,319.995,549.828,550.288,,,,
4.45537,0.639239,9.34608,320,549.771,550.279,,,,
4.47204,0.655906,9.34955,320.007,549.857,550.277,,,,
4.48871,0.672572,9.34795,319.997,549.886,550.202,,,,
4.50537,0.689239,9.3468,320,549.889,550.028,,,,
4.52204,0.705906,9.34384,320.004,549.91,550.013,,,,
4.53871,0.722572,9.34556,319.995,549.912,549.955,,,,
4.55537,0.739239,9.34249,320.005,549.933,549.973,,,,
4.57204,0.755906,9.34352,320.02,549.972,550.009,,,,
4.58871,0.772572,9.34356,320.009,549.979,549.99,,,,
4.60537,0.789239,9.34316,320.008,549.966,549.969,,,,
4.62204,0.805906,9.34624,320,549.969,549.949,,,,
4.63871,0.822572,9.34445,320.008,549.966,549.953,,,,
4.65537,0.839239,9.34813,320.001,549.946,550.132,,,,
4.67204,0.855906,9.34816,320.008,549.917,550.153,,,,
4.68871,0.872572,9.34984,320.007,549.798,550.149,,,,
4.70537,0.889239,9.34931,320.005,549.838,550.184,,,,
4.72204,0.905906,9.35421,320.011,549.818,550.21,,,,
4.73871,0.922572,9.34585,320,549.792,550.281,,,,
4.75537,0.939239,9.35042,319.998,549.798,550.206,,,,
4.77204,0.955906,9.35154,320.012,549.838,550.016,,,,
4.78871,0.972572,9.35267,319.999,549.838,549.9,,,,
4.80537,0.989239,9.35171,319.998,549.876,549.905,,,,
4.82204,1.00591,9.3511,320.003,549.924,549.959,,,,
4.83871,1.02257,9.34531,320.005,549.954,549.964,,,,
4.85537,1.03924,9.34583,320.005,549.986,550.013,,,,
4.87204,1.05591,9.35251,320.008,549.968,549.994,,,,
4.88871,1.07257,9.35292,320.003,549.95,549.912,,,,
4.90537,1.08924,9.35099,320.001,549.928,549.91,,,,
4.92204,1.10591,9.34935,319.992,549.975,550.215,,,,
4.93871,1.12257,9.35668,319.998,549.897,550.251,,,,
4.95537,1.13924,9.35919,319.995,549.86,550.263,,,,
4.97204,1.15591,9.35514,320.001,549.851,550.257,,,,
4.98871,1.17257,9.35681,320.006,549.833,550.264,,,,
5.07204,1.25591,9.35421,320.002,549.943,549.967,,,,
5.15537,1.33924,9.35795,320.006,549.989,550.061,,,,
5.23871,1.42257,9.36417,319.999,549.849,550.171,,,,
5.32204,1.50591,9.35824,319.992,549.921,549.9,,,,
5.40537,1.58924,9.36103,320.005,549.934,549.873,,,,
5.48871,1.67257,9.35862,320.002,549.781,550.1,,,,
5.57204,1.75591,9.3623,320.007,549.759,549.803,,,,
5.65537,1.83924,9.35698,320.002,549.86,549.863,,,,
5.73871,1.92257,9.36259,320.007,549.896,550.163,,,,
5.82204,2.00591,9.36397,320.002,549.748,549.972,,,,
5.90537,2.08924,9.36445,320.002,549.894,549.916,,,,
5.98871,2.17257,9.36446,320.007,549.925,550.087,,,,
6.07204,2.25591,9.36472,320.002,549.773,550.084,,,,
6.15537,2.33924,9.36625,320,549.888,549.871,,,,
6.23871,2.42257,9.36831,320.007,549.865,549.821,,,,
6.32204,2.50591,9.3707,320.004,549.817,550.016,,,,
6.40537,2.58924,9.37058,319.998,549.826,549.811,,,,
6.48871,2.67257,9.3666,320.011,549.86,549.826,,,,
6.57204,2.75591,9.37049,320,549.805,550.074,,,,
6.65537,2.83924,9.37175,320.001,549.801,549.905,,,,
6.73871,2.92257,9.36939,319.999,549.894,549.867,,,,
6.82204,3.00591,9.37927,320.006,549.874,550.111,,,,
6.90537,3.08924,9.37842,320.001,549.71,550.013,,,,
6.98871,3.17257,9.36982,319.994,549.881,549.896,,,,
7.07204,3.25591,9.3712,320.001,549.873,550.007,,,,
7.15537,3.33924,9.37503,320,549.851,550.005,,,,
7.23871,3.42257,9.37377,320,549.956,549.944,,,,
7.32204,3.50591,9.37488,320.005,549.91,550.108,,,,
7.40537,3.58924,9.38472,320.001,549.761,550.147,,,,
7.48871,3.67257,9.37675,320,549.922,549.92,,,,
7.57204,3.75591,9.37649,320.004,549.917,549.984,,,,
7.65537,3.83924,9.37944,320.002,549.799,550.139,,,,
7.73871,3.92257,9.38038,319.997,549.857,549.853,,,,
7.82204,4.00591,9.38037,319.993,549.824,549.777,,,,
7.90537,4.08924,9.37896,320.001,549.871,550.094,,,,
7.98871,4.17257,9.38203,319.996,549.847,550.009,,,,
8.07204,4.25591,9.37976,320.002,549.954,549.95,,,,
8.15537,4.33924,9.37837,320.002,549.903,550.138,,,,
8.23871,4.42257,9.38787,320,549.871,550.159,,,,
8.32204,4.50591,9.38099,319.999,549.956,550.006,,,,
8.40537,4.58924,9.37686,320.005,549.939,549.954,,,,
8.48871,4.67257,9.39062,320.006,549.819,550.152,,,,
8.57204,4.75591,9.38749,319.997,549.844,549.987,,,,
8.65537,4.83924,9.38057,319.998,549.959,549.981,,,,
8.73871,4.92257,9.38713,319.999,549.947,550.138,,,,
8.82204,5.00591,9.39252,320.006,549.875,550.071,,,,
8.90537,5.08924,9.38654,319.999,549.938,549.986,,,,
8.98871,5.17257,9.38636,319.996,550.014,550.038,,,,
9.07204,5.25591,9.38667,320.001,549.992,550.232,,,,
9.15537,5.33924,9.38848,320,550.009,550.046,,,,
9.23871,5.42257,9.38757,320.004,549.942,549.982,,,,
9.32204,5.50591,9.38781,320.009,549.907,550.139,,,,
9.40537,5.58924,9.38923,319.996,549.893,550.122,,,,
9.48871,5.67257,9.38639,319.998,549.904,549.923,,,,
9.57204,5.75591,9.38579,320.007,549.784,549.9,,,,
9.65537,5.83924,9.39022,319.995,549.747,549.98,,,,
9.73871,5.92257,9.39376,319.99,549.792,549.828,,,,
9.82204,6.00591,9.38964,319.994,549.872,549.869,,,,
9.90537,6.08924,9.38505,320,549.721,549.927,,,,
9.98871,6.17257,9.39074,320.004,549.82,549.992,,,,
10.072,6.25591,9.39159,319.995,549.924,549.946,,,,
10.1554,6.33924,9.39231,320.004,549.877,549.989,,,,
10.2387,6.42257,9.38743,319.999,549.871,549.993,,,,
10.322,6.50591,9.39355,320.005,549.908,549.895,,,,
10.4054,6.58924,9.38957,320.001,549.903,549.869,,,,
10.4887,6.67257,9.39153,320.01,549.74,549.889,,,,
10.572,6.75591,9.39489,320,549.891,549.886,,,,
10.6554,6.83924,9.39097,319.998,549.943,549.87,,,,
10.7387,6.92257,9.39713,320,549.806,549.888,,,,
10.822,7.00591,9.39324,319.998,549.927,550.012,,,,
10.9054,7.08924,9.39452,319.991,549.964,549.879,,,,
10.9887,7.17257,9.39002,319.999,549.931,549.88,,,,
11.072,7.25591,9.397,320.001,549.919,549.982,,,,
11.1554,7.33924,9.39977,319.993,549.939,549.925,,,,
11.2387,7.42257,9.39761,319.993,549.972,549.858,,,,
11.322,7.50591,9.39984,320.013,549.904,549.953,,,,
11.4054,7.58924,9.39824,320.003,549.901,549.975,,,,
11.4887,7.67257,9.39502,320.012,549.981,549.881,,,,
11.572,7.75591,9.39377,320.004,549.908,549.887,,,,
11.6554,7.83924,9.39814,320.007,549.985,550.026,,,,
11.7387,7.92257,9.40018,320.003,549.987,549.943,,,,
11.822,8.00591,9.39594,319.993,550.016,549.899,,,,
11.9054,8.08924,9.40037,320.01,549.909,549.95,,,,
11.9887,8.17257,9.40379,319.999,549.936,550.003,,,,
12.072,8.25591,9.39767,320.014,550.048,549.92,,,,
12.1554,8.33924,9.40456,320.001,549.996,549.936,,,,
12.2387,8.42257,9.40708,320.005,550.001,550.057,,,,
12.322,8.50591,9.40452,320.006,549.969,549.929,,,,
12.4054,8.58924,9.39924,319.997,549.954,549.824,,,,
12.4887,8.67257,9.40499,319.998,549.79,549.87,,,,
12.572,8.75591,9.39828,320.004,549.861,549.929,,,,
12.6554,8.83924,9.4018,320.007,549.893,549.806,,,,
12.7387,8.92257,9.40597,320.004,549.831,549.763,,,,
12.822,9.00591,9.39849,320.002,549.831,549.853,,,,
12.9054,9.08924,9.40913,319.997,549.902,549.929,,,,
12.9887,9.17257,9.40237,320.001,550.034,549.932,,,,
13.072,9.25591,9.39597,319.993,550.011,549.903,,,,
13.1554,9.33924,9.40095,320.009,549.998,550.039,,,,
13.2387,9.42257,9.40344,320.008,549.999,550.062,,,,
13.322,9.50591,9.40012,320.005,550.038,549.929,,,,
13.4054,9.58924,9.40274,319.997,550.017,549.915,,,,
13.4887,9.67257,9.40551,320.004,549.963,550.065,,,,
13.572,9.75591,9.40837,319.999,549.841,549.933,,,,
13.6554,9.83924,9.40462,319.999,549.973,549.907,,,,
13.7387,9.92257,9.40802,320.009,549.875,549.895,,,,
13.822,10.0059,9.40623,320.002,549.851,549.906,,,,
13.9054,10.0892,9.40526,320.002,549.812,549.875,,,,
13.9887,10.1726,9.4052,320.013,549.891,549.822,,,,
14.072,10.2559,9.41095,319.995,549.881,549.811,,,,
14.1554,10.3392,9.40843,320.007,549.886,549.956,,,,
14.2387,10.4226,9.41336,319.997,549.882,549.938,,,,
14.322,10.5059,9.40659,320.005,550,549.914,,,,
14.4054,10.5892,9.4058,320.005,549.927,549.897,,,,
14.4887,10.6726,9.41867,320.002,549.889,549.998,,,,
14.572,10.7559,9.41124,320.003,549.889,549.915,,,,
14.6554,10.8392,9.40743,320.001,549.927,549.829,,,,
14.7387,10.9226,9.41037,320.002,549.843,549.908,,,,
14.822,11.0059,9.41053,320.006,549.922,549.986,,,,
14.9054,11.0892,9.41298,320,549.897,549.863,,,,
14.9887,11.1726,9.40644,319.999,549.859,549.765,,,,
15.072,11.2559,9.41082,320.001,549.663,549.741,,,,
15.1554,11.3392,9.4092,320.004,549.892,549.979,,,,
15.2387,11.4226,9.4106,319.998,549.988,549.917,,,,
15.322,11.5059,9.41453,319.998,549.982,549.951,,,,
15.4054,11.5892,9.41417,319.998,549.87,549.972,,,,
15.4887,11.6726,9.41427,319.999,549.927,549.901,,,,
15.572,11.7559,9.41192,320.008,549.953,549.849,,,,
15.6554,11.8392,9.41999,320.004,549.862,549.911,,,,
15.7387,11.9226,9.41111,319.999,549.902,549.936,,,,
15.822,12.0059,9.41266,320.004,549.952,549.872,,,,
15.9054,12.0892,9.41283,319.998,549.98,549.899,,,,
15.9887,12.1726,9.41796,320.012,550.009,550.069,,,,
16.072,12.2559,9.41614,320.001,549.947,550.027,,,,
16.1554,12.3392,9.41587,319.999,550.024,549.926,,,,
16.2387,12.4226,9.41829,320.005,549.98,550.012,,,,
16.322,12.5059,9.41101,320.005,549.985,549.981,,,,
16.4054,12.5892,9.41405,320,549.973,549.89,,,,
16.4887,12.6726,9.4198,320.011,549.862,549.8,,,,
16.572,12.7559,9.41664,320.003,549.79,549.83,,,,
16.6554,12.8392,9.41756,319.999,549.789,549.799,,,,
16.7387,12.9226,9.41478,320.001,549.837,549.756,,,,
16.822,13.0059,9.41329,320.006,549.762,549.766,,,,
16.9054,13.0892,9.42462,320.002,549.847,549.891,,,,
16.9887,13.1726,9.41422,320.007,549.901,549.875,,,,
17.072,13.2559,9.41764,319.998,549.884,549.785,,,,
17.1554,13.3392,9.42143,320.001,549.84,549.885,,,,
17.2387,13.4226,9.42311,320.01,549.787,549.88,,,,
17.322,13.5059,9.4194,320,549.965,549.891,,,,
17.4054,13.5892,9.41486,319.996,549.925,549.833,,,,
17.4887,13.6726,9.42614,320.005,549.956,549.948,,,,
17.572,13.7559,9.4155,319.998,549.942,549.978,,,,
17.6554,13.8392,9.4199,319.993,550.04,549.943,,,,
17.7387,13.9226,9.41778,319.998,550.014,549.942,,,,
17.822,14.0059,9.41798,320.008,549.987,550.049,,,,
17.9054,14.0892,9.42566,320.002,549.976,550.046,,,,
17.9887,14.1726,9.42079,319.996,550.005,549.903,,,,
18.072,14.2559,9.4255,320.001,549.926,549.928,,,,
18.1554,14.3392,9.42489,320.008,550.005,550.077,,,,
18.2387,14.4226,9.42446,320.004,549.93,549.985,,,,
18.322,14.5059,9.41976,320.001,549.954,549.867,,,,
18.4054,14.5892,9.42007,320.002,549.892,549.878,,,,
18.4887,14.6726,9.42439,319.997,549.901,549.966,,,,
18.572,14.7559,9.42052,320.008,549.934,549.971,,,,
18.6554,14.8392,9.42136,320.006,549.934,549.864,,,,
18.7387,14.9226,9.42531,320.002,549.849,549.914,,,,
18.822,15.0059,9.43181,319.996,549.882,549.927,,,,
18.9054,15.0892,9.42758,320.008,549.968,549.922,,,,
18.9887,15.1726,9.42317,320,549.952,549.847,,,,
19.072,15.2559,9.43031,320.01,549.873,549.954,,,,
19.1554,15.3392,9.42535,319.992,549.873,549.959,,,,
19.2387,15.4226,9.42422,320.001,549.991,549.943,,,,
19.322,15.5059,9.42603,320.002,549.944,549.838,,,,
19.4054,15.5892,9.4313,320.004,549.863,549.957,,,,
19.4887,15.6726,9.42728,320.01,549.896,549.972,,,,
19.572,15.7559,9.42453,319.997,549.988,549.943,,,,
19.6554,15.8392,9.42504,320,549.938,549.872,,,,
19.7387,15.9226,9.42855,320.004,549.854,549.963,,,,
19.822,16.0059,9.42937,320.001,549.934,549.964,,,,
19.9054,16.0892,9.42609,320.001,549.975,549.871,,,,
19.9887,16.1726,9.4254,320.002,549.846,549.883,,,,
20.072,16.2559,9.42897,320.006,549.895,550.006,,,,
20.1554,16.3392,9.42144,320.002,549.959,550.027,,,,
20.2387,16.4226,9.42663,319.994,549.99,549.919,,,,
20.322,16.5059,9.43274,319.998,549.926,549.855,,,,
20.4054,16.5892,9.432,320.002,549.76,549.855,,,,
20.4887,16.6726,9.42929,320.001,549.771,549.824,,,,
20.572,16.7559,9.42749,320.014,549.843,549.785,,,,
20.6554,16.8392,9.42524,320.006,549.837,549.753,,,,
20.7387,16.9226,9.42963,320.006,549.813,549.879,,,,
20.822,17.0059,9.42809,320,549.811,549.871,,,,
20.9054,17.0892,9.42586,320.003,549.916,549.84,,,,
20.9887,17.1726,9.4293,319.999,549.914,549.872,,,,
21.072,17.2559,9.43658,320.002,549.925,549.989,,,,
21.1554,17.3392,9.42786,320,549.92,549.968,,,,
21.2387,17.4226,9.42326,320.002,550.039,549.954,,,,
21.322,17.5059,9.4281,319.997,549.868,549.873,,,,
21.4054,17.5892,9.43079,320.008,549.905,549.946,,,,
21.4887,17.6726,9.43,320.002,549.88,549.907,,,,
21.572,17.7559,9.42895,320.003,549.895,549.795,,,,
21.6554,17.8392,9.4362,320.005,549.776,549.802,,,,
21.7387,17.9226,9.43213,320.006,549.823,549.85,,,,
21.822,18.0059,9.43202,320,549.892,549.816,,,,
21.9054,18.0892,9.43006,320,549.889,549.773,,,,
21.9887,18.1726,9.43081,320.011,549.894,549.908,,,,
22.072,18.2559,9.43266,320.002,549.846,549.884,,,,
22.1554,18.3392,9.42914,320.006,549.946,549.963,,,,
22.2387,18.4226,9.42867,320.004,549.978,549.88,,,,
22.322,18.5059,9.42952,320.002,549.88,549.85,,,,
22.4054,18.5892,9.4301,320.001,549.969,549.987,,,,
22.4887,18.6726,9.43136,320.006,549.929,549.981,,,,
22.572,18.7559,9.42932,320.008,549.985,549.895,,,,
22.6554,18.8392,9.43237,320.003,549.941,549.861,,,,
22.7387,18.9226,9.44342,320,549.892,549.921,,,,
22.822,19.0059,9.42925,320.006,549.804,549.813,,,,
22.9054,19.0892,9.43019,320.008,549.91,549.783,,,,
22.9887,19.1726,9.436,320.006,549.787,549.754,,,,
23.072,19.2559,9.43765,320.003,549.925,549.959,,,,
23.1554,19.3392,9.43081,320.001,549.933,549.948,,,,
23.2387,19.4226,9.43082,320.009,549.994,549.888,,,,
23.322,19.5059,9.42982,319.999,549.958,549.925,,,,
23.4054,19.5892,9.43607,320.002,549.953,549.99,,,,
23.4887,19.6726,9.43058,320.002,549.851,549.931,,,,
23.572,19.7559,9.43546,319.996,550.013,549.9,,,,
23.6554,19.8392,9.42962,320.008,549.936,549.898,,,,
23.7387,19.9226,9.43659,320.01,549.948,549.991,,,,
23.822,20.0059,9.43804,320.002,549.914,549.958,,,,
23.9054,20.0892,9.43427,320.003,549.925,549.809,,,,
23.9887,20.1726,9.43069,320.005,549.812,549.793,,,,
24.072,20.2559,9.44323,320,549.897,549.943,,,,
24.1554,20.3392,9.43754,320.002,549.917,549.971,,,,
24.2387,20.4226,9.43534,320.006,550.035,549.939,,,,
24.322,20.5059,9.43486,320.003,549.973,549.896,,,,
24.4054,20.5892,9.43854,319.999,549.947,550.005,,,,
24.4887,20.6726,9.43573,320.004,549.891,549.971,,,,
24.572,20.7559,9.43775,319.998,550.011,549.936,,,,
24.6554,20.8392,9.43842,320.003,549.964,549.908,,,,
24.7387,20.9226,9.43781,320.004,549.948,549.983,,,,
24.822,21.0059,9.44249,320.004,549.946,549.992,,,,
24.9054,21.0892,9.43773,320.007,549.942,549.87,,,,
24.9887,21.1726,9.43708,319.994,549.915,549.829,,,,
25.072,21.2559,9.44411,320.009,549.875,549.959,,,,
25.1554,21.3392,9.44448,319.999,549.871,549.902,,,,
25.2387,21.4226,9.43997,319.996,549.891,549.816,,,,
25.322,21.5059,9.43638,320.001,549.894,549.805,,,,
25.4054,21.5892,9.43608,320.002,549.773,549.861,,,,
25.4887,21.6726,9.43913,319.999,549.862,549.961,,,,
25.572,21.7559,9.43728,320,549.966,549.892,,,,
25.6554,21.8392,9.43659,320.002,549.855,549.878,,,,
25.7387,21.9226,9.4423,320.001,549.874,549.974,,,,
25.822,22.0059,9.44383,320.005,549.911,550.009,,,,
25.9054,22.0892,9.43998,320.014,549.949,549.875,,,,
25.9887,22.1726,9.44122,320.007,549.923,549.883,,,,
26.072,22.2559,9.44575,320,549.9,549.987,,,,
26.1554,22.3392,9.44459,319.999,549.912,550.004,,,,
26.2387,22.4226,9.43501,320.005,549.96,549.882,,,,
26.322,22.5059,9.44217,320.01,549.813,549.87,,,,
26.4054,22.5892,9.44676,320.01,549.896,549.961,,,,
26.4887,22.6726,9.44155,320.006,549.854,549.907,,,,
26.572,22.7559,9.43856,320,549.906,549.801,,,,
26.6554,22.8392,9.4374,320.003,549.883,549.894,,,,
26.7387,22.9226,9.44965,320.005,549.854,549.947,,,,
26.822,23.0059,9.44425,320.001,549.912,549.927,,,,
26.9054,23.0892,9.43901,319.995,549.95,549.853,,,,
26.9887,23.1726,9.43533,319.997,549.845,549.906,,,,
27.072,23.2559,9.44722,319.998,549.895,549.985,,,,
